year,month,date,average,sd
1883,11,1883.874,84.5,29.3
1883,12,1883.958,75.9,33.5
1884,1,1884.042,91.5,24.7
1884,2,1884.124,86.9,17.1
1884,3,1884.206,87.5,29.1
1884,4,1884.29,76.1,14
1884,5,1884.373,66.5,20.7
1884,6,1884.456,51.2,12.8
1884,7,1884.54,53.1,21.6
1884,8,1884.624,55.8,19
1884,9,1884.708,61.9,21.8
1884,10,1884.791,47.8,19.8
1884,11,1884.874,36.6,16
1884,12,1884.958,47.2,10.5
1885,1,1885.042,42.8,26
1885,2,1885.123,71.8,21.1
1885,3,1885.204,49.8,26.9
1885,4,1885.288,55,18.6
1885,5,1885.371,73,23.8
1885,6,1885.455,83.7,15.9
1885,7,1885.538,66.5,13.6
1885,8,1885.623,50,19.1
1885,9,1885.707,39.6,17.6
1885,10,1885.79,38.7,20
1885,11,1885.874,30.9,18.4
1885,12,1885.958,21.7,16.3
1886,1,1886.042,29.9,23.5
1886,2,1886.123,25.9,12.3
1886,3,1886.204,57.3,28.3
1886,4,1886.288,43.7,28.3
1886,5,1886.371,30.7,23.2
1886,6,1886.455,27.1,15
1886,7,1886.538,30.3,18.6
1886,8,1886.623,16.9,14.5
1886,9,1886.707,21.4,14.7
1886,10,1886.79,8.6,8.2
1886,11,1886.874,0.3,1
1886,12,1886.958,13,13.1
1887,1,1887.042,10.3,9
1887,2,1887.123,13.2,11.1
1887,3,1887.204,4.2,5.8
1887,4,1887.288,6.9,7.7
1887,5,1887.371,20,13.4
1887,6,1887.455,15.7,6.7
1887,7,1887.538,23.4,15.7
1887,8,1887.623,21.4,20.5
1887,9,1887.707,7.4,9.1
1887,10,1887.79,6.6,7.8
1887,11,1887.874,6.9,8.7
1887,12,1887.958,20.7,12.6
1888,1,1888.042,12.7,9.6
1888,2,1888.124,7.1,8.3
1888,3,1888.206,7.8,9.8
1888,4,1888.29,5.1,7.2
1888,5,1888.373,7,9.1
1888,6,1888.456,7.1,7.5
1888,7,1888.54,3.1,5
1888,8,1888.624,2.8,5.7
1888,9,1888.708,8.8,7.2
1888,10,1888.791,2.1,4.1
1888,11,1888.874,10.7,8.8
1888,12,1888.958,6.7,7.2
1889,1,1889.042,0.8,3
1889,2,1889.123,8.5,9.8
1889,3,1889.204,6.7,8
1889,4,1889.288,4.3,5.8
1889,5,1889.371,2.4,4.9
1889,6,1889.455,6.4,8.5
1889,7,1889.538,9.4,9.1
1889,8,1889.623,20.6,15.3
1889,9,1889.707,6.5,6.7
1889,10,1889.79,2.1,3.4
1889,11,1889.874,0.2,0.6
1889,12,1889.958,6.7,8.7
1890,1,1890.042,5.3,7
1890,2,1890.123,0.6,2.4
1890,3,1890.204,5.1,6.8
1890,4,1890.288,1.6,3.1
1890,5,1890.371,4.8,6.9
1890,6,1890.455,1.3,3.1
1890,7,1890.538,11.6,10.3
1890,8,1890.623,8.5,11.5
1890,9,1890.707,17.2,11
1890,10,1890.79,11.2,12.1
1890,11,1890.874,9.6,9.4
1890,12,1890.958,7.8,8.3
1891,1,1891.042,13.5,14.4
1891,2,1891.123,22.2,13.9
1891,3,1891.204,10.4,7
1891,4,1891.288,20.5,10.9
1891,5,1891.371,41.1,18
1891,6,1891.455,48.3,21.8
1891,7,1891.538,58.8,28.5
1891,8,1891.623,33,19.5
1891,9,1891.707,53.8,26.4
1891,10,1891.79,51.5,20.7
1891,11,1891.874,41.9,15.9
1891,12,1891.958,32.5,17.4
1892,1,1892.042,69.1,29.3
1892,2,1892.124,75.6,34.6
1892,3,1892.206,49.9,24.1
1892,4,1892.29,69.6,39.2
1892,5,1892.373,79.6,26.4
1892,6,1892.456,76.3,28
1892,7,1892.54,76.5,28.5
1892,8,1892.624,101.4,29.2
1892,9,1892.708,62.8,19.8
1892,10,1892.791,70.5,30.1
1892,11,1892.874,65.4,21
1892,12,1892.958,78.6,38.3
1893,1,1893.042,75,36.4
1893,2,1893.123,73,18.9
1893,3,1893.204,65.7,24.3
1893,4,1893.288,88.1,29.2
1893,5,1893.371,84.7,31.1
1893,6,1893.455,89.9,30
1893,7,1893.538,88.6,48.3
1893,8,1893.623,129.2,50.3
1893,9,1893.707,77.9,16.9
1893,10,1893.79,80,21.3
1893,11,1893.874,75.1,33.5
1893,12,1893.958,93.8,49.5
1894,1,1894.042,83.2,29.8
1894,2,1894.123,84.6,21.5
1894,3,1894.204,52.3,23.9
1894,4,1894.288,81.6,27
1894,5,1894.371,101.2,28.9
1894,6,1894.455,98.9,30.1
1894,7,1894.538,106,33
1894,8,1894.623,70.3,26.8
1894,9,1894.707,65.9,29.9
1894,10,1894.79,75.5,37.2
1894,11,1894.874,56.6,16
1894,12,1894.958,60,21.6
1895,1,1895.042,63.3,29.2
1895,2,1895.123,67.2,23.9
1895,3,1895.204,61,13.5
1895,4,1895.288,76.9,20
1895,5,1895.371,67.5,37.5
1895,6,1895.455,71.5,14.1
1895,7,1895.538,47.8,24.2
1895,8,1895.623,68.9,31.3
1895,9,1895.707,57.7,22.4
1895,10,1895.79,67.9,38.3
1895,11,1895.874,47.2,26.7
1895,12,1895.958,70.7,23.3
1896,1,1896.042,29,16
1896,2,1896.124,57.4,28.7
1896,3,1896.206,52,25.8
1896,4,1896.29,43.8,31.8
1896,5,1896.373,27.7,15.3
1896,6,1896.456,49,20.8
1896,7,1896.54,45,20.2
1896,8,1896.624,27.2,14.3
1896,9,1896.708,61.3,35.7
1896,10,1896.791,28.7,17.3
1896,11,1896.874,38,22.2
1896,12,1896.958,42.6,12.5
1897,1,1897.042,40.6,13.7
1897,2,1897.123,29.4,21.8
1897,3,1897.204,29.1,15.1
1897,4,1897.288,31,25.1
1897,5,1897.371,20,14.8
1897,6,1897.455,11.3,7.4
1897,7,1897.538,27.6,7.3
1897,8,1897.623,21.8,10.2
1897,9,1897.707,48.1,20.5
1897,10,1897.79,14.3,11.8
1897,11,1897.874,8.4,7.2
1897,12,1897.958,33.3,20.3
1898,1,1898.042,30.2,16.2
1898,2,1898.123,36.4,23.8
1898,3,1898.204,38.3,33.6
1898,4,1898.288,14.5,13
1898,5,1898.371,25.8,10.2
1898,6,1898.455,22.3,11.7
1898,7,1898.538,9,10.4
1898,8,1898.623,31.4,20
1898,9,1898.707,34.8,18.7
1898,10,1898.79,34.4,17.6
1898,11,1898.874,30.9,22.8
1898,12,1898.958,12.6,9.3
1899,1,1899.042,19.5,13.1
1899,2,1899.123,9.2,9.5
1899,3,1899.204,18.1,13.8
1899,4,1899.288,14.2,6
1899,5,1899.371,7.7,5.8
1899,6,1899.455,20.5,12
1899,7,1899.538,13.5,10.6
1899,8,1899.623,2.9,6
1899,9,1899.707,8.4,11.1
1899,10,1899.79,13,19.8
1899,11,1899.874,7.8,7.6
1899,12,1899.958,10.5,9.6
1900,1,1900.042,9.4,9
1900,2,1900.123,13.2,17.8
1900,3,1900.204,8.6,10.3
1900,4,1900.288,16,16.7
1900,5,1900.371,15.2,15.6
1900,6,1900.455,12.1,11.6
1900,7,1900.538,8.3,9.3
1900,8,1900.623,4.3,7.9
1900,9,1900.707,8.3,9.1
1900,10,1900.79,12.9,11.2
1900,11,1900.874,4.5,5.7
1900,12,1900.958,0.3,1.3
1901,1,1901.042,0.2,1.3
1901,2,1901.123,2.4,4.1
1901,3,1901.204,4.5,8
1901,4,1901.288,0,1
1901,5,1901.371,10.2,13.7
1901,6,1901.455,5.8,6.7
1901,7,1901.538,0.7,2.1
1901,8,1901.623,1,2.7
1901,9,1901.707,0.6,2.2
1901,10,1901.79,3.7,5.9
1901,11,1901.874,3.8,4.3
1901,12,1901.958,0,1
1902,1,1902.042,5.5,8.1
1902,2,1902.123,0,1
1902,3,1902.204,12.4,17.6
1902,4,1902.288,0,1
1902,5,1902.371,2.8,3.9
1902,6,1902.455,1.4,3.5
1902,7,1902.538,0.9,2.9
1902,8,1902.623,2.3,3.7
1902,9,1902.707,7.6,10.4
1902,10,1902.79,16.3,11.6
1902,11,1902.874,10.3,13.3
1902,12,1902.958,1.1,3.3
1903,1,1903.042,8.3,6.8
1903,2,1903.123,17,7.4
1903,3,1903.204,13.5,15.1
1903,4,1903.288,26.1,18.4
1903,5,1903.371,14.6,16.2
1903,6,1903.455,16.3,16.8
1903,7,1903.538,27.9,15
1903,8,1903.623,28.8,23.8
1903,9,1903.707,11.1,10.7
1903,10,1903.79,38.9,28.5
1903,11,1903.874,44.5,34.2
1903,12,1903.958,45.6,25
1904,1,1904.042,31.6,18.6
1904,2,1904.124,24.5,10.5
1904,3,1904.206,37.2,18.1
1904,4,1904.29,43,16.9
1904,5,1904.373,39.5,14.9
1904,6,1904.456,41.9,16
1904,7,1904.54,50.6,20.1
1904,8,1904.624,58.2,30.1
1904,9,1904.708,30.1,16.4
1904,10,1904.791,54.2,18.1
1904,11,1904.874,38,16.4
1904,12,1904.958,54.6,34.4
1905,1,1905.042,54.8,26.7
1905,2,1905.123,85.8,31.9
1905,3,1905.204,56.5,31.1
1905,4,1905.288,39.3,12.6
1905,5,1905.371,48,26.3
1905,6,1905.455,49,13
1905,7,1905.538,73,48.1
1905,8,1905.623,58.8,23.4
1905,9,1905.707,55,23.1
1905,10,1905.79,78.7,26.2
1905,11,1905.874,107.2,34.2
1905,12,1905.958,55.5,14.9
1906,1,1906.042,45.5,26.1
1906,2,1906.123,31.3,15.8
1906,3,1906.204,64.5,37.4
1906,4,1906.288,55.3,25.5
1906,5,1906.371,57.7,23.2
1906,6,1906.455,63.2,39.2
1906,7,1906.538,103.6,21.2
1906,8,1906.623,47.7,25.5
1906,9,1906.707,56.1,15.3
1906,10,1906.79,17.8,12.7
1906,11,1906.874,38.9,23.7
1906,12,1906.958,64.7,23.4
1907,1,1907.042,76.4,21.7
1907,2,1907.123,108.2,25.6
1907,3,1907.204,60.7,33.4
1907,4,1907.288,52.6,23.7
1907,5,1907.371,42.9,23
1907,6,1907.455,40.4,26.8
1907,7,1907.538,49.7,19.5
1907,8,1907.623,54.3,12.7
1907,9,1907.707,85,16.9
1907,10,1907.79,65.4,28
1907,11,1907.874,61.5,29.4
1907,12,1907.958,47.3,22.7
1908,1,1908.042,39.2,17.7
1908,2,1908.124,33.9,12.7
1908,3,1908.206,28.7,15.6
1908,4,1908.29,57.6,32.6
1908,5,1908.373,40.8,23.2
1908,6,1908.456,48.1,28.8
1908,7,1908.54,39.5,23.9
1908,8,1908.624,90.5,29.6
1908,9,1908.708,86.9,24.2
1908,10,1908.791,32.3,23.9
1908,11,1908.874,45.5,24.7
1908,12,1908.958,39.5,16.3
1909,1,1909.042,56.7,31.3
1909,2,1909.123,46.6,27.5
1909,3,1909.204,66.3,41
1909,4,1909.288,32.3,18.8
1909,5,1909.371,36,15.7
1909,6,1909.455,22.6,11.5
1909,7,1909.538,35.8,30.9
1909,8,1909.623,23.1,9.2
1909,9,1909.707,38.8,17.1
1909,10,1909.79,58.4,29.9
1909,11,1909.874,55.8,24.1
1909,12,1909.958,54.2,32.2
1910,1,1910.042,26.4,15
1910,2,1910.123,31.5,25.6
1910,3,1910.204,21.4,8.2
1910,4,1910.288,8.4,7.8
1910,5,1910.371,22.2,13.1
1910,6,1910.455,12.3,9.9
1910,7,1910.538,14.1,10.5
1910,8,1910.623,11.5,10.2
1910,9,1910.707,26.2,21.1
1910,10,1910.79,38.3,24.7
1910,11,1910.874,4.9,7.2
1910,12,1910.958,5.8,6.5
1911,1,1911.042,3.4,4.4
1911,2,1911.123,9,9.4
1911,3,1911.204,7.8,8.5
1911,4,1911.288,16.5,12.9
1911,5,1911.371,9,8.3
1911,6,1911.455,2.2,4
1911,7,1911.538,3.5,4.9
1911,8,1911.623,4,4.9
1911,9,1911.707,4,6.3
1911,10,1911.79,2.6,4.5
1911,11,1911.874,4.2,4.5
1911,12,1911.958,2.2,4.1
1912,1,1912.042,0.3,1.4
1912,2,1912.124,0,1
1912,3,1912.206,4.9,6
1912,4,1912.29,4.5,7.7
1912,5,1912.373,4.4,4.9
1912,6,1912.456,4.1,4.8
1912,7,1912.54,3,4.9
1912,8,1912.624,0.3,1.6
1912,9,1912.708,9.5,7.2
1912,10,1912.791,4.6,7.6
1912,11,1912.874,1.1,3.5
1912,12,1912.958,6.4,8.4
1913,1,1913.042,2.3,3.6
1913,2,1913.123,2.9,4.4
1913,3,1913.204,0.5,1.7
1913,4,1913.288,0.9,2.9
1913,5,1913.371,0,1
1913,6,1913.455,0,1
1913,7,1913.538,1.7,3.7
1913,8,1913.623,0.2,1.3
1913,9,1913.707,1.2,3.6
1913,10,1913.79,3.1,4.6
1913,11,1913.874,0.7,2.2
1913,12,1913.958,3.8,6.8
1914,1,1914.042,2.8,6.1
1914,2,1914.123,2.6,5
1914,3,1914.204,3.1,5.1
1914,4,1914.288,17.3,10.4
1914,5,1914.371,5.2,8.2
1914,6,1914.455,11.4,14.6
1914,7,1914.538,5.4,5.6
1914,8,1914.623,7.7,9.1
1914,9,1914.707,12.7,13.2
1914,10,1914.79,8.2,8.7
1914,11,1914.874,16.4,8.1
1914,12,1914.958,22.3,14.1
1915,1,1915.042,23,10.4
1915,2,1915.123,42.3,27.3
1915,3,1915.204,38.8,21.1
1915,4,1915.288,41.3,25.8
1915,5,1915.371,33,33.4
1915,6,1915.455,68.8,57
1915,7,1915.538,71.6,32.9
1915,8,1915.623,69.6,26.7
1915,9,1915.707,49.5,20
1915,10,1915.79,53.5,25.7
1915,11,1915.874,42.5,14.5
1915,12,1915.958,34.5,13.9
1916,1,1916.042,45.3,21.3
1916,2,1916.124,55.4,25.8
1916,3,1916.206,67,23.4
1916,4,1916.29,71.8,34
1916,5,1916.373,74.5,30.9
1916,6,1916.456,67.7,50.2
1916,7,1916.54,53.5,39.9
1916,8,1916.624,35.2,21.5
1916,9,1916.708,45.1,26.8
1916,10,1916.791,50.7,37.4
1916,11,1916.874,65.6,29.2
1916,12,1916.958,53,24.3
1917,1,1917.042,74.7,21
1917,2,1917.123,71.9,35.3
1917,3,1917.204,94.8,19.8
1917,4,1917.288,74.7,46.7
1917,5,1917.371,114.1,31
1917,6,1917.455,114.9,27.1
1917,7,1917.538,119.8,33.5
1917,8,1917.623,154.5,61
1917,9,1917.707,129.4,45.2
1917,10,1917.79,72.2,27.2
1917,11,1917.874,96.4,22.3
1917,12,1917.958,129.3,46.3
1918,1,1918.042,96,21.6
1918,2,1918.123,65.3,27.5
1918,3,1918.204,72.2,27.1
1918,4,1918.288,80.5,21.4
1918,5,1918.371,76.7,33.7
1918,6,1918.455,59.4,49
1918,7,1918.538,107.6,28.1
1918,8,1918.623,101.7,25.8
1918,9,1918.707,79.9,25.1
1918,10,1918.79,85,25.7
1918,11,1918.874,83.4,58
1918,12,1918.958,59.2,29.6
1919,1,1919.042,48.1,27.9
1919,2,1919.123,79.5,40.2
1919,3,1919.204,66.5,25.2
1919,4,1919.288,51.8,24
1919,5,1919.371,88.1,34.1
1919,6,1919.455,111.2,25.5
1919,7,1919.538,64.7,22.7
1919,8,1919.623,69,29
1919,9,1919.707,54.7,14.2
1919,10,1919.79,52.8,30.6
1919,11,1919.874,42,26.7
1919,12,1919.958,34.9,16.9
1920,1,1920.042,51.1,31.3
1920,2,1920.124,53.9,27.4
1920,3,1920.206,70.2,46.7
1920,4,1920.29,14.8,7.8
1920,5,1920.373,33.3,16.8
1920,6,1920.456,38.7,12.2
1920,7,1920.54,27.5,10.5
1920,8,1920.624,19.2,12.2
1920,9,1920.708,36.3,23.5
1920,10,1920.791,49.6,14.1
1920,11,1920.874,27.2,15.9
1920,12,1920.958,29.9,17.5
1921,1,1921.042,31.5,18.2
1921,2,1921.123,28.3,9.2
1921,3,1921.204,26.7,16.2
1921,4,1921.288,32.4,13.2
1921,5,1921.371,22.2,20.6
1921,6,1921.455,33.7,23.6
1921,7,1921.538,41.9,29.5
1921,8,1921.623,22.8,18.4
1921,9,1921.707,17.8,10.8
1921,10,1921.79,18.2,19
1921,11,1921.874,17.8,17.6
1921,12,1921.958,20.3,20.6
1922,1,1922.042,11.8,9.8
1922,2,1922.123,26.4,23.2
1922,3,1922.204,54.7,42.3
1922,4,1922.288,11,11.7
1922,5,1922.371,8,10.1
1922,6,1922.455,5.8,6.7
1922,7,1922.538,10.9,11.2
1922,8,1922.623,6.5,8.3
1922,9,1922.707,4.7,4.2
1922,10,1922.79,6.2,6.5
1922,11,1922.874,7.4,5.4
1922,12,1922.958,17.5,16.4
1923,1,1923.042,4.5,8.2
1923,2,1923.123,1.5,3.3
1923,3,1923.204,3.3,5.2
1923,4,1923.288,6.1,5.8
1923,5,1923.371,3.2,4.2
1923,6,1923.455,9.1,11.6
1923,7,1923.538,3.5,5.5
1923,8,1923.623,0.5,1.9
1923,9,1923.707,13.2,7.8
1923,10,1923.79,11.6,8.1
1923,11,1923.874,10,9.2
1923,12,1923.958,2.8,5.3
1924,1,1924.042,0.5,1.9
1924,2,1924.124,5.1,9.8
1924,3,1924.206,1.8,4
1924,4,1924.29,11.3,16.1
1924,5,1924.373,20.8,14.6
1924,6,1924.456,24,14
1924,7,1924.54,28.1,15.5
1924,8,1924.624,19.3,11.7
1924,9,1924.708,25.1,12.2
1924,10,1924.791,25.6,10.1
1924,11,1924.874,22.5,20.9
1924,12,1924.958,16.5,13.9
1925,1,1925.042,5.5,7.1
1925,2,1925.123,23.2,17.5
1925,3,1925.204,18,12.4
1925,4,1925.288,31.7,17.7
1925,5,1925.371,42.8,18.1
1925,6,1925.455,47.5,41.1
1925,7,1925.538,38.5,13.1
1925,8,1925.623,37.9,24.9
1925,9,1925.707,60.2,18.8
1925,10,1925.79,69.2,31.3
1925,11,1925.874,58.6,34
1925,12,1925.958,98.6,26
1926,1,1926.042,71.8,23.7
1926,2,1926.123,69.9,40.7
1926,3,1926.204,62.5,29.3
1926,4,1926.288,38.5,19.1
1926,5,1926.371,64.3,21.8
1926,6,1926.455,73.5,21
1926,7,1926.538,52.3,39.7
1926,8,1926.623,61.6,15.2
1926,9,1926.707,60.8,29.2
1926,10,1926.79,71.5,37.1
1926,11,1926.874,60.5,29.1
1926,12,1926.958,79.4,21.7
1927,1,1927.042,81.6,26.5
1927,2,1927.123,93,39.4
1927,3,1927.204,69.6,36.6
1927,4,1927.288,93.5,34
1927,5,1927.371,79.1,24.6
1927,6,1927.455,59.1,25.7
1927,7,1927.538,54.9,26.9
1927,8,1927.623,53.8,18.4
1927,9,1927.707,68.4,29.9
1927,10,1927.79,63.1,24.5
1927,11,1927.874,67.2,24.4
1927,12,1927.958,45.2,25.6
1928,1,1928.042,83.5,21.9
1928,2,1928.124,73.5,37.3
1928,3,1928.206,85.5,24.1
1928,4,1928.29,80.6,37.2
1928,5,1928.373,77,52.2
1928,6,1928.456,91.4,42.8
1928,7,1928.54,98,29.8
1928,8,1928.624,83.8,19.6
1928,9,1928.708,89.7,32
1928,10,1928.791,61.4,19.5
1928,11,1928.874,50.3,23.6
1928,12,1928.958,59,32.1
1929,1,1929.042,68.9,23
1929,2,1929.123,62.8,22.8
1929,3,1929.204,50.2,27.2
1929,4,1929.288,52.8,11.9
1929,5,1929.371,58.2,19.6
1929,6,1929.455,71.9,20.5
1929,7,1929.538,70.2,15.5
1929,8,1929.623,65.8,30.2
1929,9,1929.707,34.4,15.1
1929,10,1929.79,54,22.2
1929,11,1929.874,81.1,25.7
1929,12,1929.958,108,31.8
1930,1,1930.042,65.3,24.4
1930,2,1930.123,49.9,37.3
1930,3,1930.204,35,13.3
1930,4,1930.288,38.2,15.3
1930,5,1930.371,36.8,12.2
1930,6,1930.455,28.8,17.3
1930,7,1930.538,21.9,8.4
1930,8,1930.623,24.9,13.3
1930,9,1930.707,32.1,20.4
1930,10,1930.79,34.4,15.4
1930,11,1930.874,35.6,24.3
1930,12,1930.958,25.8,15.1
1931,1,1931.042,14.6,10.6
1931,2,1931.123,43.1,26.8
1931,3,1931.204,30,12.7
1931,4,1931.288,31.2,9.2
1931,5,1931.371,24.6,9.3
1931,6,1931.455,15.3,15.6
1931,7,1931.538,17.4,12.2
1931,8,1931.623,13,12.6
1931,9,1931.707,19,7.3
1931,10,1931.79,10,6.2
1931,11,1931.874,18.7,14.9
1931,12,1931.958,17.8,11
1932,1,1932.042,12.1,10.9
1932,2,1932.124,10.6,11.5
1932,3,1932.206,11.2,11.5
1932,4,1932.29,11.2,12.1
1932,5,1932.373,17.9,13.5
1932,6,1932.456,22.2,10.6
1932,7,1932.54,9.6,9.6
1932,8,1932.624,6.8,7.5
1932,9,1932.708,4,5
1932,10,1932.791,8.9,7
1932,11,1932.874,8.2,8.9
1932,12,1932.958,11,6.8
1933,1,1933.042,12.3,12.4
1933,2,1933.123,22.2,25.5
1933,3,1933.204,10.1,8.7
1933,4,1933.288,2.9,5.4
1933,5,1933.371,3.2,5.1
1933,6,1933.455,5.2,5.8
1933,7,1933.538,2.8,5.8
1933,8,1933.623,0.2,1.3
1933,9,1933.707,5.1,5.7
1933,10,1933.79,3,6
1933,11,1933.874,0.6,2.3
1933,12,1933.958,0.3,1.4
1934,1,1934.042,3.4,5.3
1934,2,1934.123,7.8,5.7
1934,3,1934.204,4.3,6.1
1934,4,1934.288,11.3,10.4
1934,5,1934.371,19.7,12.6
1934,6,1934.455,6.7,9.6
1934,7,1934.538,9.3,9.2
1934,8,1934.623,8.3,8.9
1934,9,1934.707,4,5.7
1934,10,1934.79,5.7,4.8
1934,11,1934.874,8.7,9.2
1934,12,1934.958,15.4,14.3
1935,1,1935.042,18.6,8.2
1935,2,1935.123,20.5,8.9
1935,3,1935.204,23.1,19.8
1935,4,1935.288,12.2,10.8
1935,5,1935.371,27.3,21.4
1935,6,1935.455,45.7,12.6
1935,7,1935.538,33.9,16.6
1935,8,1935.623,30.1,10.8
1935,9,1935.707,42.1,17.4
1935,10,1935.79,53.2,23.2
1935,11,1935.874,64.2,23.6
1935,12,1935.958,61.5,14.9
1936,1,1936.042,62.8,22.1
1936,2,1936.124,74.3,19.7
1936,3,1936.206,77.1,18.1
1936,4,1936.29,74.9,19.6
1936,5,1936.373,54.6,15.3
1936,6,1936.456,70,24.2
1936,7,1936.54,52.3,16.4
1936,8,1936.624,87,18.4
1936,9,1936.708,76,21.9
1936,10,1936.791,89,26.7
1936,11,1936.874,115.4,48.2
1936,12,1936.958,123.4,46
1937,1,1937.042,132.5,47.4
1937,2,1937.123,128.5,44.5
1937,3,1937.204,83.9,40.7
1937,4,1937.288,109.3,40.7
1937,5,1937.371,116.7,50.5
1937,6,1937.455,130.3,44.6
1937,7,1937.538,145.1,42.3
1937,8,1937.623,137.7,36.6
1937,9,1937.707,100.7,18.3
1937,10,1937.79,124.9,43.9
1937,11,1937.874,74.4,20.2
1937,12,1937.958,88.8,36.3
1938,1,1938.042,98.4,21.7
1938,2,1938.123,119.2,41
1938,3,1938.204,86.5,36.4
1938,4,1938.288,101,18.5
1938,5,1938.371,127.4,24.5
1938,6,1938.455,97.5,19.7
1938,7,1938.538,165.3,30.2
1938,8,1938.623,115.7,26.9
1938,9,1938.707,89.6,34.5
1938,10,1938.79,99.1,38
1938,11,1938.874,122.2,32.6
1938,12,1938.958,92.7,27.1
1939,1,1939.042,80.3,21.3
1939,2,1939.123,77.4,17.3
1939,3,1939.204,64.6,25.1
1939,4,1939.288,109.1,29.5
1939,5,1939.371,118.3,27.3
1939,6,1939.455,101,22.4
1939,7,1939.538,97.6,31.1
1939,8,1939.623,105.8,32.7
1939,9,1939.707,112.6,27
1939,10,1939.79,88.1,20.1
1939,11,1939.874,68.1,19
1939,12,1939.958,42.1,12
1940,1,1940.042,50.5,13.2
1940,2,1940.124,59.4,13.8
1940,3,1940.206,83.3,23.8
1940,4,1940.29,60.7,14.7
1940,5,1940.373,54.4,23.3
1940,6,1940.456,83.9,27.6
1940,7,1940.54,67.5,24.7
1940,8,1940.624,105.5,24.5
1940,9,1940.708,66.5,30.5
1940,10,1940.791,55,14.1
1940,11,1940.874,58.4,21.2
1940,12,1940.958,68.3,41.9
1941,1,1941.042,45.6,20.5
1941,2,1941.123,44.5,19.8
1941,3,1941.204,46.4,12.8
1941,4,1941.288,32.8,12.1
1941,5,1941.371,29.5,11.3
1941,6,1941.455,59.8,25.2
1941,7,1941.538,66.9,35.4
1941,8,1941.623,60,27.8
1941,9,1941.707,65.9,31.4
1941,10,1941.79,46.3,10.3
1941,11,1941.874,38.4,25.8
1941,12,1941.958,33.7,19.5
1942,1,1942.042,35.6,21.1
1942,2,1942.123,52.8,19.2
1942,3,1942.204,54.2,38.4
1942,4,1942.288,60.7,25.5
1942,5,1942.371,25,15
1942,6,1942.455,11.4,8.3
1942,7,1942.538,17.7,13.5
1942,8,1942.623,20.2,12.8
1942,9,1942.707,17.2,7.7
1942,10,1942.79,19.2,12.8
1942,11,1942.874,30.7,17.5
1942,12,1942.958,22.5,13.8
1943,1,1943.042,12.5,7.8
1943,2,1943.123,28.9,19.9
1943,3,1943.204,27.4,12.6
1943,4,1943.288,26.1,9.9
1943,5,1943.371,14.1,9.3
1943,6,1943.455,7.6,6.2
1943,7,1943.538,13.2,10.5
1943,8,1943.623,19.4,13
1943,9,1943.707,10,10.6
1943,10,1943.79,7.8,6
1943,11,1943.874,10.2,8.5
1943,12,1943.958,18.8,12.7
1944,1,1944.042,3.7,5.6
1944,2,1944.124,0.5,1.8
1944,3,1944.206,11,12.1
1944,4,1944.29,0.3,1.5
1944,5,1944.373,2.5,6.1
1944,6,1944.456,5,4
1944,7,1944.54,5,4.7
1944,8,1944.624,16.7,9.8
1944,9,1944.708,14.3,8.5
1944,10,1944.791,16.9,11
1944,11,1944.874,10.8,6.9
1944,12,1944.958,28.4,17.4
1945,1,1945.042,18.5,9.3
1945,2,1945.123,12.7,7
1945,3,1945.204,21.7,15.7
1945,4,1945.288,32,20.3
1945,5,1945.371,30.6,14.5
1945,6,1945.455,36.2,19.6
1945,7,1945.538,42.6,32.6
1945,8,1945.623,25.9,19.8
1945,9,1945.707,34.9,20.6
1945,10,1945.79,68.8,17.7
1945,11,1945.874,46,11.1
1945,12,1945.958,27.4,10.2
1946,1,1946.042,47.6,26.2
1946,2,1946.123,86.2,22
1946,3,1946.204,76.6,19.1
1946,4,1946.288,75.7,21.4
1946,5,1946.371,84.9,39.4
1946,6,1946.455,73.5,27.1
1946,7,1946.538,116.2,30.5
1946,8,1946.623,107.2,19.4
1946,9,1946.707,94.4,30.9
1946,10,1946.79,102.3,29.7
1946,11,1946.874,123.8,30.8
1946,12,1946.958,121.7,26.1
1947,1,1947.042,115.7,49
1947,2,1947.123,133.4,39.4
1947,3,1947.204,129.8,50.8
1947,4,1947.288,149.8,53.5
1947,5,1947.371,201.3,60.9
1947,6,1947.455,163.9,50.9
1947,7,1947.538,157.9,31.9
1947,8,1947.623,188.8,74.3
1947,9,1947.707,169.4,50.8
1947,10,1947.79,163.6,56.3
1947,11,1947.874,128,48.7
1947,12,1947.958,116.5,20.1
1948,1,1948.042,108.5,17.2
1948,2,1948.124,86.1,17.9
1948,3,1948.206,94.8,32.8
1948,4,1948.29,189.7,27.1
1948,5,1948.373,174,69.3
1948,6,1948.456,167.8,26.6
1948,7,1948.54,142.2,28.3
1948,8,1948.624,157.9,35.3
1948,9,1948.708,143.3,55.9
1948,10,1948.791,136.3,44.9
1948,11,1948.874,95.8,21.8
1948,12,1948.958,138,46.2
1949,1,1949.042,119.1,29.6
1949,2,1949.123,182.3,34.7
1949,3,1949.204,157.5,31.6
1949,4,1949.288,147,22.7
1949,5,1949.371,106.2,22.1
1949,6,1949.455,121.7,41.3
1949,7,1949.538,125.8,44.6
1949,8,1949.623,123.8,47.9
1949,9,1949.707,145.3,37.3
1949,10,1949.79,131.6,47.8
1949,11,1949.874,143.5,18.9
1949,12,1949.958,117.6,20.6
1950,1,1950.042,101.6,28.1
1950,2,1950.123,94.8,55.3
